64 da b2 2b 0b 04 4f 15 81 fa f4 9e 55 d5 95 a5 4e 65 9f 37 1d e3 2a f3 5e 17 14 c6 b9 7c 1c fc 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\VISUAL STUDIO 2008\VISUALIZERS\AUTOEXP.DLL
65 2e f5 b3 56 94 d2 08 eb dd c2 c5 e1 e2 4a 06 01 d2 05 02 a5 d9 d5 be 3c 10 64 64 6f 15 25 7f 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\MY PICTURES\SAMPLE PICTURES.LNK
67 2d 58 0c 62 ba 26 af c7 ff e1 b3 14 df 15 72 f9 12 0c 8c 48 ae 0b c2 ae 58 46 62 b0 47 47 8b 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\WSHOOK\WSHOOK.VCPROJ
67 ac 4a f7 e9 86 12 a9 67 48 cc 73 84 55 13 5c 77 49 04 72 7c 20 3f 9e 8a b3 e9 40 3f 33 70 4f 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC.ZIP
68 8b d8 48 2a 04 30 6b 8b 73 d6 06 80 ee 44 45 f5 34 66 d4 3d 0e 47 98 88 c0 fd 9a 94 57 49 a3 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\DEBUG\VC90.IDB
6c a1 86 9f d8 e1 f1 c9 f4 13 42 f5 2f ca f3 e1 65 56 c3 be 1e f0 1e 44 f8 84 33 33 a0 cd 4e 50 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\ENUMPROCESSES.VCPROJ.CHANGEME.DAINIUS.USER
6c c4 f1 e9 34 da 67 92 80 9a 22 28 30 62 12 5e 0e cd cb 25 ef b8 92 bf 9a 95 9c 59 98 60 5b 46 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPYDLL\HOOKSPYDLL.DSP
74 b0 57 6e fc 0f 88 fe 55 80 d3 55 65 6c 8b 8d 27 3e 91 83 b5 e8 99 1f d0 3a 56 22 ea 29 c5 8b 52 11070 4 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\NPP.5.6.8.INSTALLER.EXE
76 8b 56 44 7e 1f 7e 00 a2 d3 75 55 6f 2a 37 e7 06 42 11 5f fa 23 2a 43 9b 6c 63 c2 01 16 c1 05 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY\HOOKSPY.DLL
77 3f 53 e2 12 04 8d c4 7e bd 69 53 04 2d a4 d0 20 14 72 3e 56 1a d9 00 08 7e 32 f9 8c 55 b2 15 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\CURSOR.CUR
7d 4d 43 07 fc f0 ac 54 9d bc fb fa c6 75 36 14 b4 92 37 6c 21 46 fc c9 8d 3f 07 be a0 c4 1d 20 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DEBUG\ENUMPROCESSES.ILK
7d 9b 4d 3c 57 67 f4 21 22 73 5a 53 f5 17 4b 55 9d 82 62 52 e8 0b c0 e0 fc 15 3a 8f a3 7a 41 7b 52 11071 8 C:\MAG_REPO\CLAMTOOLS\BIN\CLAMSCAND.EXE
7d f3 8e f2 40 7d 4e e1 f0 0a 09 59 af a7 14 a6 77 26 62 4d a3 ee b6 dd d8 29 b2 53 4b bb 5f a7 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\MSNDETOURDLL\DLGRECVSEND.CPP
7e d8 fd aa b2 2d 34 a3 56 0f b3 d6 b1 f0 aa b2 29 8c 1f b2 b8 00 13 65 c4 a3 7c ae 22 29 1f 06 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\DEBUG\BUILDLOG.HTM
7f a9 65 39 17 6d 86 d4 0c 66 89 ae 05 aa 1c e9 62 f3 13 3e d0 08 60 35 bf 5d 53 ed 30 07 2e 43 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPYDLL\HOOKSPYDLL.H
80 79 60 1c f2 4e 31 32 46 f8 5b 11 62 7e c4 f6 0d ff 3d 61 da b9 3e f2 90 e2 eb 59 bf ef 91 d5 52 11071 16 C:\MAG_REPO\CLAMTOOLS\BIN\DCANTIVIRUS.EXE
83 7b 10 dc 58 b2 b2 4d 05 a3 f2 8e d4 41 64 06 b9 a7 a0 cb 40 62 2c 47 27 33 55 56 ef e7 66 1b 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DEBUG\DETOURED.DLL
85 16 2e 35 50 f1 60 bd 74 c6 c7 14 9c 65 ea df ab 46 85 72 01 10 00 5e c7 30 5f 2d 8a 3a f4 6a 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DESKTOP.INI
87 6b d7 2b e9 3f 2f 98 98 4a 6d f4 6e 6c 2b e1 9a aa 9a ce 02 e9 83 d2 c8 a2 6e df ff dc cc 1b 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\APIHOOK.VCPROJ
87 dd bf 01 cd a8 69 b9 d7 60 96 41 ae ca b7 d1 ac fd 94 17 9a f4 c9 45 40 22 bd b8 77 6f a6 f0 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\MSNDETOURDLL\DEBUG\BUILDLOG.HTM
88 35 4f c6 aa 72 05 8d dc b5 6f 65 c3 b9 8a cf af 87 f3 d6 44 bc de 91 97 82 cf 3e 0e f8 ef 42 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\DEBUG\ENUMPROCESSES.OBJ
8c 15 39 23 19 9e de d7 83 c8 a3 64 93 a8 96 8d 18 fb ef ee 9d 0d 18 ba 0f 98 61 ca d0 12 55 d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\ENUMPROCESSES.VCPROJ.TEST.ADMIN.USER
90 ed 56 11 84 fc 55 93 2c 21 b7 35 7f fe 73 de 34 a7 66 32 d4 4d 73 50 76 a3 ec 17 04 7e c6 5a 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\CROSS.BMP
91 8d f1 7a b5 5d 9b c9 81 e4 20 1d 85 aa af ea 33 c9 17 26 b7 1b 9e 7e b0 b9 7c 86 bd 5b 8c 5f 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\LIBSPY_SRC.ZIP
94 51 2a 57 0f 8d 79 68 af 0d 28 29 12 5f 95 4e 69 6e 4d 33 9b d3 e4 64 c4 01 11 ce a1 f6 ce d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DETOURBYADDR\DETOURBYADDR.VCPROJ.CHANGEME.DAINIUS.USER
95 fc f6 e8 aa f4 00 ad 54 f2 6c 77 3d 99 61 5b b0 3b 19 94 fd c5 09 22 05 55 a0 30 b8 6f 81 4d 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\RESOURCE.H
98 d0 f1 6a 1e 1c 13 3d 6e 5e d2 87 f6 8e 02 de 96 20 f1 0c a6 cd 31 39 98 8a ac f5 93 b1 0d 96 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPYDLL\HOOKSPYDLL.CPP
99 6d f3 5c 67 68 37 18 ea 5a 55 7b 0c 3c 5e a5 45 1c 9f 8b d8 82 23 2d 7d e1 b1 52 52 fb 65 d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\WSHOOK\DEBUG\VC90.PDB
9f a3 c1 de c0 ff d5 ee 95 f9 2a 4f 4e 0a 1f 2b 9f 97 43 40 14 56 63 63 11 8e 88 37 26 f6 03 ff 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\DEBUG\APIHOOK.DLL.EMBED.MANIFEST
a0 da 3b f5 6e 81 51 8c 87 91 c4 31 0e c0 58 35 da e6 d1 ef e7 90 99 b4 9e 9e 4f ea d3 60 dc a7 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\HOOKSPY.RC
a1 2d d5 39 a4 65 0a 0c 94 b7 44 00 37 47 4b bd b9 a7 a0 cb 40 62 2c 47 27 33 55 56 ef e7 66 1b 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\DETOURED.DLL
a3 e2 7c b4 25 2e 1d ce 01 84 a8 3e 55 e4 00 9f 8b 34 5e 8b de 1a 66 f2 0e fe 9f 29 ea 79 7d 31 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\MSNDETOURDLL\DLGRECVSEND.H
a5 0a 7e 03 af a7 0e 58 e4 39 3b 2b 9e 7f ff d9 e1 bf 2c b8 44 5d 93 d6 62 09 b6 a0 6a 2d c9 41 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\DEBUG\CREATEWITHDLL.EXE.EMBED.MANIFEST
a8 21 25 01 34 d3 80 f4 2a 4c 12 c9 11 6c 3c 4a 26 01 05 02 cf e1 36 63 32 11 9f d8 48 84 4b f3 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC\HOOKINJEX\HOOKINJEX.CPP
a8 ea 33 96 ce c6 e1 77 6b ea 69 da 8c 1d 35 9a 61 ec cb bb 10 fd 8c 0f 13 32 1c 8d 8e 7a 4b 53 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\APIHOOK.CPP
a9 db 7f 7f 7d 3c 1e 32 88 0b da 63 02 33 bd e4 47 e8 e7 d7 6e 47 67 29 dd 53 7e dd 06 1c fb 4c 52 11071 8 C:\MAG_REPO\CLAMTOOLS\BIN\DCSERVICED.EXE
af 00 6e 43 2c 06 f7 8e e0 f2 67 71 9c aa cf e0 2d 2d e4 e6 16 db ca 0f 5b e5 db ef a3 b2 c3 00 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\INJECTEX.CPP
af 5d ce 2c e3 3e 4b 59 74 1b 19 d3 d1 49 a4 9b f4 13 01 74 02 f7 af 4d d8 56 b5 f7 3c 2d ed bc 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\INJECTEX.ICO
b1 65 40 25 9d c5 8a 29 19 1f 24 11 f0 6c 0b 59 48 4c 08 00 d3 c3 54 8d fe 7b 2a f9 a5 98 88 4d 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\VISUAL STUDIO 2008\ADDINS\EN_US\GITPLUGIN.RESOURCES.DLL
b4 bc 7a c5 3a 79 57 04 bb a1 b9 9c 33 35 95 27 dd c6 ca 5c 1c 3c 35 23 ac e2 8d 68 5f 9d 46 03 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC.ZIP
bd 3d 3e 5d a2 a3 91 15 57 8a 71 b0 94 02 55 0e 80 14 05 26 bf 9f 8f 0b 8d 68 91 5a 40 26 35 e4 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC\HOOKINJEX.DSW
be 71 d1 e7 d9 2c 77 ee 7e e2 6a 1b cb a7 3d e2 3a 7e f6 fa 07 6b 72 bb 1e 5b 5c 5c 7d 24 ed a8 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\INJCODE.CPP
bf 41 a0 47 92 95 3f 1e e7 8c 04 cc 8d 46 63 37 20 05 77 bb 00 24 d6 87 ff c7 f1 a3 2c 16 b6 4f 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\RESOURCE.H
c0 d9 b7 c0 69 62 a8 5c a6 df f0 98 b0 cb e3 b7 05 77 e7 49 ae e0 11 29 2f e2 2d c9 6c b2 60 3c 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\ENUMPROCESSES.CPP
c2 30 2f 07 84 c4 e8 59 c2 10 a3 ad d4 be 7d 6e f4 13 01 74 02 f7 af 4d d8 56 b5 f7 3c 2d ed bc 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\HOOKSPY.ICO
c2 57 91 7c 88 36 d9 0a b4 ef 10 da 89 f9 c0 8c 69 6e 4d 33 9b d3 e4 64 c4 01 11 ce a1 f6 ce d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\MSNDETOURDLL\MSNDETOURDLL.VCPROJ.CHANGEME.DAINIUS.USER
c2 f8 9b 8c 9d b1 f1 0e 10 ee bf 85 74 b7 ee 5f db 53 2a 7b b1 8a 5d d8 1e 53 de 63 10 08 bc 1d 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\WSHOOK\DEBUG\BUILDLOG.HTM
c3 53 88 06 8c 0d 20 9c 42 10 9b db ad ea 33 e3 87 67 05 7d b8 43 c7 a0 9e 2c 7f 70 74 f8 6d ab 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE.SUO
c3 a3 37 20 02 7f fb 70 00 cf 6e b7 d9 fe 16 c5 69 6e 4d 33 9b d3 e4 64 c4 01 11 ce a1 f6 ce d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\WSHOOK\WSHOOK.VCPROJ.CHANGEME.DAINIUS.USER
c6 e6 2d 11 35 97 72 10 41 9a 07 6c dc d5 05 f0 08 9e 01 56 bd d4 b4 aa 06 ee d7 aa 2d 78 82 e5 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\INJECTEX.DSW
ca 07 e5 59 1f 59 84 3d 5e 58 d5 2f 7a f4 c8 62 01 24 48 44 aa 40 5b bf cc a0 f5 15 2f a8 fa 63 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\VISUAL STUDIO 2008\VISUALIZERS\AUTOEXP.CS
cf 62 8d 89 ce d6 43 63 3b f3 3c ca 83 10 e8 8e f7 0e ce c9 b4 7d a0 82 2c bb 8a f3 a5 07 36 d0 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\DEBUG\VC90.PDB
d0 96 85 5b 8f 67 dc b1 97 67 b9 5a 64 c1 9c a6 9f 97 43 40 14 56 63 63 11 8e 88 37 26 f6 03 ff 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\DEBUG\ENUMPROCESSES.EXE.EMBED.MANIFEST
d1 6a ff d3 b4 2b 1c f8 b8 89 0f dd 7d f0 5b ca 13 99 b0 f2 6e e8 73 0a 5a 21 2c e2 19 dc 07 05 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\INJECTEX_SRC\INJECTEX.RC
d2 b5 10 72 cb b6 28 6f 2b 43 97 94 b0 47 00 33 c0 94 c8 31 b8 ea 11 ad f1 e2 e6 87 e6 f1 d4 ad 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\VISUAL STUDIO 2008\ADDINS\GITPLUGIN.DLL
d3 de fa 15 1e c6 64 07 a2 f0 86 bc a6 f8 88 a7 69 6e 4d 33 9b d3 e4 64 c4 01 11 ce a1 f6 ce d1 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOK\APIHOOK.VCPROJ.CHANGEME.DAINIUS.USER
e0 e3 08 b0 78 81 22 f2 6b 7a ee 8c 3d ea e9 12 a3 0d 50 1f 1f b3 74 5b b9 7b 05 07 96 61 f2 d2 52 11070 4 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\WINSPY\WINSPY.EXE
e2 00 cb 9e 9b 98 69 6c 00 bd 2f e7 03 c8 8b 4c 69 4a 5e 7d 67 51 74 45 8d d6 b2 81 4a 1c 38 ae 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE.NCB
e3 36 a3 70 1c d8 a2 52 a4 05 97 fe 01 7d 7e 6f d0 5f 61 9c 6c 9e 8e b4 fa cb 81 cf 22 3b ab 30 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\CREATEWITHDLL.VCPROJ
e4 0b f3 70 c6 46 4a e4 65 11 57 ec 84 8e 2f 88 07 11 18 a2 45 b7 9a 3a 35 e2 d3 1e f3 d5 c7 39 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\DEBUG\VC90.IDB
e7 7b 4c 76 bb 47 7e c3 10 96 61 92 4e 28 bd 52 41 d7 f3 14 87 c6 e8 dd ad 5d ed 86 63 83 60 1d 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC\HOOKINJEX_DLL\HOOKINJEX_DLL.DSP
e7 99 e2 8e 74 65 c1 d3 36 a8 01 59 45 68 98 44 dd 32 4c 77 2c 5b ac 1d 67 d0 38 9b 5a 7c 86 15 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\HOOKSPY.DSP
ea b4 7b dd dd 2d 48 19 ae 0b 35 83 6d b5 b1 1c e7 00 25 a7 26 6b 35 ba 4b 48 40 7f c6 88 fd 2c 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\ENUMPROCESSES\DEBUG\ENUMPROCESSES.EXE.EMBED.MANIFEST.RES
eb 7c 7d 60 fb 0c 19 6c 21 cf 8c f5 22 45 ba c5 82 43 db 51 41 24 4d da 87 63 1e 8d dd 87 2f 20 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DEBUG\ENUMPROCESSES.PDB
ed 0b 71 6c 64 49 f5 1e 6f ad 40 fe e7 ec 4a 5e c1 af 8c 56 c6 96 32 fc 56 ed 6c 90 a5 61 40 e8 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DEBUG\APIHOOK.PDB
f0 46 61 2e d5 2b 08 e4 ef 4f 8b cf 35 45 d6 23 f4 13 01 74 02 f7 af 4d d8 56 b5 f7 3c 2d ed bc 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC\HOOKINJEX\HOOKINJEX.ICO
f0 ff d0 d9 6a 89 2d de a9 a6 3e 0b 6b 36 2c b0 56 3b 15 33 d7 4b 01 a6 b9 2f d6 36 34 15 b9 0d 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\MY MUSIC\DESKTOP.INI
f1 c6 a0 c4 1f 77 d2 3a b8 07 2c 30 29 79 fa e1 8c e0 57 18 01 2d 65 62 65 b5 6c 96 40 79 58 2f 52 11071 8 C:\MAG_REPO\CLAMTOOLS\BIN\CLAMSCAN.EXE
f2 5c 20 d1 b0 13 d5 3d 41 d0 08 8d 8a 71 67 db 02 a7 01 33 6b 0e 96 cd 99 52 ab 00 de 88 41 cc 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\DETOURBYADDR\DEBUG\BUILDLOG.HTM
f2 70 bd aa 6c 1c 5f dd aa 3a 97 5f 46 8d dd 57 2b d9 e9 5c 26 6f bb aa 30 55 75 9a 7c 3f a5 0f 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\LIBSPY\LIBSPY.DLL
f2 b9 fa 4e 80 31 c4 bd 2b a7 df 3a 3f 38 ad d0 e3 ee 09 ef 19 41 a1 0b 12 b1 1e 48 27 af a5 53 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\CURSOR_HOT.CUR
f3 b0 70 23 29 4a b3 ae 3b ba 70 06 68 d8 d5 89 fa 23 62 39 de 13 ad f0 0c e3 7b 64 ce 78 08 d9 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKINJEX_SRC\HOOKINJEX_DLL\HOOKINJEX_DLL.CPP
f8 7e 02 eb 39 17 08 26 76 23 b7 10 97 16 ca 48 2a d2 62 ae cc 8f ba d0 ac f4 d2 b3 f3 fe d7 a5 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY_SRC\HOOKSPY\BLANK.BMP
fc 77 0b 6b 8f be 16 61 d3 de c7 d5 1b 69 2f 12 29 93 fd 91 b3 23 bf 20 f7 71 7c 1e 2a 3d 63 d6 52 11070 4 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\WINSPY_PACKAGE\HOOKSPY\HOOKSPY.EXE
ff a3 0c 67 07 58 db 3b 49 42 68 3d 34 1a 8e 34 65 56 c3 be 1e f0 1e 44 f8 84 33 33 a0 cd 4e 50 52 11070 3 C:\DOCUMENTS AND SETTINGS\DAINIUS\MY DOCUMENTS\DOWNLOADS\APIHOOKINGCOMPLETE\APIHOOKINGCOMPLETE\CREATEWITHDLL\CREATEWITHDLL.VCPROJ.CHANGEME.DAINIUS.USER
